n;Driver;DriverNumber;LapNumber;Stint;SpeedI1;SpeedI2;SpeedFL;SpeedST;IsPersonalBest;Compound;TyreLife;FreshTyre;Team;TrackStatus;Position;Deleted;DeletedReason;LapTimeSeconds;PitOutTimeSeconds;PitInTimeSeconds;Sector1TimeSeconds;Sector2TimeSeconds;Sector3TimeSeconds;LapStartTimeSinceStartSeconds;LapEndTimeSinceStartSeconds;Sector1TimeSinceStartSeconds;Sector2TimeSinceStartSeconds;Sector3TimeSinceStartSeconds
876;SAI;55;4;1;246;268;281;335;True;SOFT;4;True;Williams;1;17;False;;82,37;;;24,043;33,431;24,896;258,82;341,19;282,897;316,328;341,224
877;SAI;55;5;1;252;256;277;337;False;SOFT;5;True;Williams;1;17;False;;82,47;;;23,952;33,457;25,061;341,19;423,66;365,176;398,633;423,694
878;SAI;55;6;1;247;263;277;335;False;SOFT;6;True;Williams;1;16;False;;82,836;;;24,029;33,588;25,219;423,66;506,496;447,723;481,311;506,53
879;SAI;55;7;1;252;255;277;333;False;SOFT;7;True;Williams;1;16;False;;82,908;;;24,163;33,696;25,049;506,496;589,404;530,693;564,389;589,438
880;SAI;55;8;1;245;255;276;314;False;SOFT;8;True;Williams;1;15;False;;83,405;;;24,436;33,907;25,062;589,404;672,809;613,874;647,781;672,843
881;SAI;55;9;1;250;256;;313;False;SOFT;9;True;Williams;1;16;False;;86,311;;4309,772;24,38;33,724;28,207;672,809;759,12;697,223;730,947;759,154
882;SAI;55;10;2;256;263;278;251;False;SOFT;1;True;Williams;1;19;False;;108,315;4340,322;;51,333;32,715;24,267;759,12;867,435;810,487;843,202;867,469
883;SAI;55;11;2;258;257;277;306;True;SOFT;2;True;Williams;1;19;False;;81,101;;;24,13;32,642;24,329;867,435;948,536;891,599;924,241;948,57
884;SAI;55;12;2;262;257;279;;True;SOFT;3;True;Williams;1;19;False;;81,02;;;24,189;32,648;24,183;948,536;1029,556;972,759;1005,407;1029,59
885;SAI;55;13;2;258;266;278;309;False;SOFT;4;True;Williams;1;19;False;;81,568;;;24,154;32,916;24,498;1029,556;1111,124;1053,744;1086,66;1111,158
886;SAI;55;14;2;262;269;277;308;False;SOFT;5;True;Williams;1;19;False;;81,456;;;24,22;32,814;24,422;1111,124;1192,58;1135,378;1168,192;1192,614
887;SAI;55;15;2;253;267;280;307;False;SOFT;6;True;Williams;1;18;False;;81,298;;;24,194;33,014;24,09;1192,58;1273,878;1216,808;1249,822;1273,912
888;SAI;55;16;2;254;263;281;310;False;SOFT;7;True;Williams;1;17;False;;81,32;;;24,256;32,909;24,155;1273,878;1355,198;1298,168;1331,077;1355,232
889;SAI;55;17;2;;267;279;311;False;SOFT;8;True;Williams;1;17;False;;81,579;;;24,26;33,064;24,255;1355,198;1436,777;1379,492;1412,556;1436,811
890;SAI;55;18;2;248;235;281;310;False;SOFT;9;True;Williams;1;18;False;;83,128;;;24,369;33,37;25,389;1436,777;1519,905;1461,18;1494,55;1519,939
891;SAI;55;19;2;251;269;280;331;False;SOFT;10;True;Williams;1;18;False;;82,008;;;24,173;33,367;24,468;1519,905;1601,913;1544,112;1577,479;1601,947
892;SAI;55;20;2;261;274;280;312;False;SOFT;11;True;Williams;1;17;False;;81,894;;;24,174;33,216;24,504;1601,913;1683,807;1626,121;1659,337;1683,841
893;SAI;55;21;2;257;270;280;;False;SOFT;12;True;Williams;1;16;False;;81,853;;;24,278;33,159;24,416;1683,807;1765,66;1708,119;1741,278;1765,694
894;SAI;55;22;2;260;272;280;311;False;SOFT;13;True;Williams;1;16;False;;81,938;;;24,277;33,213;24,448;1765,66;1847,598;1789,971;1823,184;1847,632
895;SAI;55;23;2;265;269;279;310;False;SOFT;14;True;Williams;1;16;False;;81,862;;;24,206;33,248;24,408;1847,598;1929,46;1871,838;1905,086;1929,494
896;SAI;55;24;2;255;270;278;312;False;SOFT;15;True;Williams;1;16;False;;81,697;;;24,054;33,116;24,527;1929,46;2011,157;1953,548;1986,664;2011,191
897;SAI;55;25;2;256;266;282;313;False;SOFT;16;True;Williams;1;15;False;;81,867;;;24,032;33,286;24,549;2011,157;2093,024;2035,223;2068,509;2093,058
898;SAI;55;26;2;261;266;279;315;False;SOFT;17;True;Williams;1;14;False;;81,915;;;24,142;33,295;24,478;2093,024;2174,939;2117,2;2150,495;2174,973
899;SAI;55;27;2;;272;279;312;False;SOFT;18;True;Williams;1;14;False;;81,686;;;24,195;33,106;24,385;2174,939;2256,625;2199,168;2232,274;2256,659
900;SAI;55;28;2;257;267;280;311;False;SOFT;19;True;Williams;1;14;False;;81,877;;;24,196;33,126;24,555;2256,625;2338,502;2280,855;2313,981;2338,536
901;SAI;55;29;2;256;270;279;;False;SOFT;20;True;Williams;1;14;False;;82,105;;;24,233;33,404;24,468;2338,502;2420,607;2362,769;2396,173;2420,641
902;SAI;55;30;2;258;271;278;;False;SOFT;21;True;Williams;1;14;False;;81,918;;;24,297;33,082;24,539;2420,607;2502,525;2444,938;2478,02;2502,559
903;SAI;55;31;2;262;276;281;;False;SOFT;22;True;Williams;1;14;False;;82,026;;;24,32;33,279;24,427;2502,525;2584,551;2526,879;2560,158;2584,585
904;SAI;55;32;2;256;270;279;313;False;SOFT;23;True;Williams;1;13;False;;81,993;;;24,245;33,369;24,379;2584,551;2666,544;2608,83;2642,199;2666,578
905;SAI;55;33;2;262;270;274;311;False;SOFT;24;True;Williams;1;13;False;;82,29;;;24,23;33,27;24,79;2666,544;2748,834;2690,808;2724,078;2748,868
906;SAI;55;34;2;248;275;;313;False;SOFT;25;True;Williams;1;16;False;;86,912;;6386,464;25,268;33,799;27,845;2748,834;2835,746;2774,136;2807,935;2835,78
907;SAI;55;35;3;263;276;282;255;False;MEDIUM;1;True;Williams;1;18;False;;99,529;6408,676;;43,106;32,7;23,723;2835,746;2935,275;2878,886;2911,586;2935,309
908;SAI;55;36;3;256;266;286;313;False;MEDIUM;2;True;Williams;1;18;False;;81,478;;;24,04;32,849;24,589;2935,275;3016,753;2959,349;2992,198;3016,787
909;SAI;55;37;3;264;273;279;333;True;MEDIUM;3;True;Williams;1;17;False;;80,724;;;23,896;32,559;24,269;3016,753;3097,477;3040,683;3073,242;3097,511
910;SAI;55;38;3;267;275;282;312;False;MEDIUM;4;True;Williams;1;17;False;;80,961;;;23,953;32,728;24,28;3097,477;3178,438;3121,464;3154,192;3178,472
911;SAI;55;39;3;262;267;279;;False;MEDIUM;5;True;Williams;1;17;False;;81,112;;;23,974;32,894;24,244;3178,438;3259,55;3202,446;3235,34;3259,584
912;SAI;55;40;3;;273;281;311;True;MEDIUM;6;True;Williams;1;17;False;;80,557;;;23,948;32,578;24,031;3259,55;3340,107;3283,532;3316,11;3340,141
913;SAI;55;41;3;261;272;281;;True;MEDIUM;7;True;Williams;1;17;False;;80,485;;;23,77;32,579;24,136;3340,107;3420,592;3363,911;3396,49;3420,626
914;SAI;55;42;3;260;271;283;;False;MEDIUM;8;True;Williams;1;17;False;;80,583;;;23,904;32,641;24,038;3420,592;3501,175;3444,53;3477,171;3501,209
915;SAI;55;43;3;262;269;281;313;False;MEDIUM;9;True;Williams;1;17;False;;81,481;;;23,847;33,267;24,367;3501,175;3582,656;3525,056;3558,323;3582,69
916;SAI;55;44;3;264;274;283;315;False;MEDIUM;10;True;Williams;1;16;False;;80,821;;;23,859;32,801;24,161;3582,656;3663,477;3606,549;3639,35;3663,511
917;SAI;55;45;3;267;278;282;314;False;MEDIUM;11;True;Williams;1;15;False;;80,673;;;23,837;32,629;24,207;3663,477;3744,15;3687,348;3719,977;3744,184
918;SAI;55;46;3;268;273;283;312;False;MEDIUM;12;True;Williams;1;15;False;;80,588;;;23,963;32,547;24,078;3744,15;3824,738;3768,147;3800,694;3824,772
919;SAI;55;47;3;265;275;282;314;True;MEDIUM;13;True;Williams;1;15;False;;80,378;;;23,754;32,606;24,018;3824,738;3905,116;3848,526;3881,132;3905,15
920;SAI;55;48;3;267;269;284;312;False;MEDIUM;14;True;Williams;1;15;False;;80,5;;;23,854;32,483;24,163;3905,116;3985,616;3929,004;3961,487;3985,65
921;SAI;55;49;3;263;275;283;;False;MEDIUM;15;True;Williams;1;15;False;;81,614;;;24,923;32,619;24,072;3985,616;4067,23;4010,573;4043,192;4067,264
922;SAI;55;50;3;264;277;284;316;False;MEDIUM;16;True;Williams;1;14;False;;80,402;;;23,775;32,527;24,1;4067,23;4147,632;4091,039;4123,566;4147,666
923;SAI;55;51;3;268;267;283;314;False;MEDIUM;17;True;Williams;1;14;False;;80,494;;;23,697;32,582;24,215;4147,632;4228,126;4171,363;4203,945;4228,16
924;SAI;55;52;3;266;277;284;;False;MEDIUM;18;True;Williams;1;14;False;;80,603;;;23,869;32,627;24,107;4228,126;4308,729;4252,029;4284,656;4308,763
925;SAI;55;53;3;265;277;285;315;False;MEDIUM;19;True;Williams;1;14;False;;80,417;;;23,831;32,573;24,013;4308,729;4389,146;4332,594;4365,167;4389,18
926;SAI;55;54;3;262;232;205;316;False;MEDIUM;20;True;Williams;124;13;False;;97,296;;;24;42,042;31,254;4389,146;4486,442;4413,18;4455,222;4486,476
927;SAI;55;55;3;214;143;;278;False;MEDIUM;21;True;Williams;4;11;False;;129,946;;8167,284;33,755;57,059;39,132;4486,442;4616,388;4520,231;4577,29;4616,422
928;SAI;55;56;4;174;122;92;256;False;SOFT;1;True;Williams;4;16;False;;137,714;8189,122;;47,822;49,183;40,709;4616,388;4754,102;4664,244;4713,427;4754,136
929;SAI;55;57;4;200;153;256;288;False;SOFT;2;True;Williams;4;16;False;;114,399;;;36,174;48,193;30,032;4754,102;4868,501;4790,31;4838,503;4868,535
930;SAI;55;58;4;250;257;281;307;False;SOFT;3;True;Williams;4;16;False;;82,843;;;24,942;32,753;25,148;4868,501;4951,344;4893,477;4926,23;4951,378
931;SAI;55;59;4;260;263;277;305;False;SOFT;4;True;Williams;4;16;False;;82,15;;;24,95;32,37;24,83;4951,344;5033,494;4976,328;5008,698;5033,528
932;SAI;55;60;4;206;192;293;308;False;SOFT;5;True;Williams;41;16;False;;91,203;;;25,718;33,685;31,8;5033,494;5124,697;5059,246;5092,931;5124,731
933;SAI;55;61;4;265;272;285;315;False;SOFT;6;True;Williams;1;16;False;;81,632;;;23,91;33,532;24,19;5124,697;5206,329;5148,641;5182,173;5206,363
934;SAI;55;62;4;262;284;290;320;False;SOFT;7;True;Williams;1;16;False;;80,53;;;23,732;32,575;24,223;5206,329;5286,859;5230,095;5262,67;5286,893
935;SAI;55;63;4;249;288;288;342;True;SOFT;8;True;Williams;1;16;False;;80,214;;;23,154;33,089;23,971;5286,859;5367,073;5310,047;5343,136;5367,107
936;SAI;55;64;4;245;275;288;341;False;SOFT;9;True;Williams;1;16;False;;80,65;;;23,542;33,011;24,097;5367,073;5447,723;5390,649;5423,66;5447,757
937;SAI;55;65;4;258;266;289;340;True;SOFT;10;True;Williams;1;15;False;;79,317;;;23,259;32,405;23,653;5447,723;5527,04;5471,016;5503,421;5527,074
938;SAI;55;66;4;255;278;287;337;False;SOFT;11;True;Williams;1;15;False;;79,899;;;23,117;32,742;24,04;5527,04;5606,939;5550,191;5582,933;5606,973
939;HAD;6;1;1;251;248;276;304;False;SOFT;4;False;Racing Bulls;1;9;False;;88,411;;;;34,329;24,794;0;88,666;;63,973;89,173
940;HAD;6;2;1;257;253;282;311;True;SOFT;5;False;Racing Bulls;1;9;False;;82,858;;;24,689;33,432;24,737;88,666;171,524;113,366;146,798;171,535
941;HAD;6;3;1;247;268;283;333;True;SOFT;6;False;Racing Bulls;1;9;False;;81,972;;;24,087;33,332;24,553;171,524;253,496;195,622;228,954;253,507
942;HAD;6;4;1;243;267;281;332;True;SOFT;7;False;Racing Bulls;1;9;False;;81,781;;;23,96;33,186;24,635;253,496;335,277;277,467;310,653;335,288
943;HAD;6;5;1;257;270;280;329;True;SOFT;8;False;Racing Bulls;1;9;False;;81,647;;;23,976;32,936;24,735;335,277;416,924;359,264;392,2;416,935
944;HAD;6;6;1;261;274;280;330;False;SOFT;9;False;Racing Bulls;1;9;False;;81,82;;;24,103;32,949;24,768;416,924;498,744;441,038;473,987;498,755
945;HAD;6;7;1;265;268;279;329;False;SOFT;10;False;Racing Bulls;1;9;False;;82,164;;;23,933;33,425;24,806;498,744;580,908;522,688;556,113;580,919
946;HAD;6;8;1;261;268;279;311;False;SOFT;11;False;Racing Bulls;1;9;False;;82,317;;;24,239;33,231;24,847;580,908;663,225;605,158;638,389;663,236
947;HAD;6;9;1;264;267;279;;False;SOFT;12;False;Racing Bulls;1;9;False;;82,106;;;24,035;33,287;24,784;663,225;745,331;687,271;720,558;745,342
948;HAD;6;10;1;262;275;277;;False;SOFT;13;False;Racing Bulls;1;8;False;;82,171;;;24,285;33,118;24,768;745,331;827,502;769,627;802,745;827,513
949;HAD;6;11;1;263;271;278;307;False;SOFT;14;False;Racing Bulls;1;8;False;;81,893;;;24,085;32,979;24,829;827,502;909,395;851,598;884,577;909,406
950;HAD;6;12;1;264;275;278;308;False;SOFT;15;False;Racing Bulls;1;8;False;;81,966;;;24,17;33,054;24,742;909,395;991,361;933,576;966,63;991,372
951;HAD;6;13;1;262;275;277;309;False;SOFT;16;False;Racing Bulls;1;8;False;;82,176;;;24,206;33,155;24,815;991,361;1073,537;1015,578;1048,733;1073,548
952;HAD;6;14;1;266;273;278;307;False;SOFT;17;False;Racing Bulls;1;7;False;;82,235;;;24,252;33,119;24,864;1073,537;1155,772;1097,8;1130,919;1155,783
953;HAD;6;15;1;261;276;277;;False;SOFT;18;False;Racing Bulls;1;8;False;;82,539;;;24,209;33,144;25,186;1155,772;1238,311;1179,992;1213,136;1238,322
954;HAD;6;16;1;262;273;276;310;False;SOFT;19;False;Racing Bulls;1;8;False;;82,316;;;24,222;33,126;24,968;1238,311;1320,627;1262,544;1295,67;1320,638
955;HAD;6;17;1;273;275;275;307;False;SOFT;20;False;Racing Bulls;1;7;False;;82,553;;;24,239;33,238;25,076;1320,627;1403,18;1344,877;1378,115;1403,191
956;HAD;6;18;1;266;273;276;;False;SOFT;21;False;Racing Bulls;1;6;False;;82,581;;;24,284;33,313;24,984;1403,18;1485,761;1427,475;1460,788;1485,772
957;HAD;6;19;1;271;276;;306;False;SOFT;22;False;Racing Bulls;1;7;False;;86,307;;5122,76;24,281;33,307;28,719;1485,761;1572,068;1510,053;1543,36;1572,079
958;HAD;6;20;2;271;273;281;251;False;MEDIUM;1;True;Racing Bulls;1;10;False;;99,16;5144,646;;42,49;32,425;24,245;1572,068;1671,228;1614,569;1646,994;1671,239
959;HAD;6;21;2;267;261;278;326;True;MEDIUM;2;True;Racing Bulls;1;10;False;;80,72;;;23,674;32,487;24,559;1671,228;1751,948;1694,913;1727,4;1751,959
960;HAD;6;22;2;263;279;283;309;False;MEDIUM;3;True;Racing Bulls;1;10;False;;81,418;;;24,145;32,879;24,394;1751,948;1833,366;1776,104;1808,983;1833,377
961;HAD;6;23;2;258;277;283;331;False;MEDIUM;4;True;Racing Bulls;1;10;False;;81,467;;;23,853;33,09;24,524;1833,366;1914,833;1857,23;1890,32;1914,844
962;HAD;6;24;2;259;273;285;333;False;MEDIUM;5;True;Racing Bulls;1;9;False;;81,367;;;23,932;33,068;24,367;1914,833;1996,2;1938,776;1971,844;1996,211
963;HAD;6;25;2;262;263;279;332;False;MEDIUM;6;True;Racing Bulls;1;8;False;;81,183;;;23,692;32,858;24,633;1996,2;2077,383;2019,903;2052,761;2077,394
964;HAD;6;26;2;260;278;279;308;False;MEDIUM;7;True;Racing Bulls;1;8;False;;81,315;;;24,11;32,741;24,464;2077,383;2158,698;2101,504;2134,245;2158,709
965;HAD;6;27;2;263;278;279;309;False;MEDIUM;8;True;Racing Bulls;1;8;False;;80,979;;;23,998;32,505;24,476;2158,698;2239,677;2182,707;2215,212;2239,688
966;HAD;6;28;2;267;277;280;;False;MEDIUM;9;True;Racing Bulls;1;8;False;;81,005;;;24,022;32,49;24,493;2239,677;2320,682;2263,71;2296,2;2320,693
967;HAD;6;29;2;274;278;281;308;True;MEDIUM;10;True;Racing Bulls;1;8;False;;80,651;;;23,947;32,354;24,35;2320,682;2401,333;2344,64;2376,994;2401,344
968;HAD;6;30;2;265;278;281;309;False;MEDIUM;11;True;Racing Bulls;1;8;False;;80,858;;;24,04;32,449;24,369;2401,333;2482,191;2425,384;2457,833;2482,202
969;HAD;6;31;2;269;280;281;308;False;MEDIUM;12;True;Racing Bulls;1;8;False;;80,909;;;23,945;32,533;24,431;2482,191;2563,1;2506,147;2538,68;2563,111
970;HAD;6;32;2;273;279;280;;False;MEDIUM;13;True;Racing Bulls;1;8;False;;80,781;;;23,973;32,379;24,429;2563,1;2643,881;2587,084;2619,463;2643,892
971;HAD;6;33;2;271;276;280;;False;MEDIUM;14;True;Racing Bulls;1;8;False;;80,907;;;23,933;32,434;24,54;2643,881;2724,788;2667,825;2700,259;2724,799
972;HAD;6;34;2;;280;281;;False;MEDIUM;15;True;Racing Bulls;1;8;False;;80,954;;;24,029;32,596;24,329;2724,788;2805,742;2748,828;2781,424;2805,753
973;HAD;6;35;2;274;278;279;;False;MEDIUM;16;True;Racing Bulls;1;8;False;;81,023;;;24,015;32,572;24,436;2805,742;2886,765;2829,768;2862,34;2886,776
974;HAD;6;36;2;269;278;279;;False;MEDIUM;17;True;Racing Bulls;1;8;False;;81,135;;;23,896;32,759;24,48;2886,765;2967,9;2910,672;2943,431;2967,911
975;HAD;6;37;2;272;276;281;;False;MEDIUM;18;True;Racing Bulls;1;8;False;;81,07;;;23,956;32,629;24,485;2967,9;3048,97;2991,867;3024,496;3048,981
976;HAD;6;38;2;271;282;280;;False;MEDIUM;19;True;Racing Bulls;1;8;False;;80,912;;;23,983;32,448;24,481;3048,97;3129,882;3072,964;3105,412;3129,893
977;HAD;6;39;2;273;280;281;307;False;MEDIUM;20;True;Racing Bulls;1;8;False;;80,738;;;23,935;32,404;24,399;3129,882;3210,62;3153,828;3186,232;3210,631
978;HAD;6;40;2;;285;279;308;False;MEDIUM;21;True;Racing Bulls;1;8;False;;80,977;;;23,895;32,432;24,65;3210,62;3291,597;3234,526;3266,958;3291,608
979;HAD;6;41;2;272;280;281;;False;MEDIUM;22;True;Racing Bulls;1;8;False;;80,989;;;23,976;32,526;24,487;3291,597;3372,586;3315,584;3348,11;3372,597
980;HAD;6;42;2;270;280;280;310;False;MEDIUM;23;True;Racing Bulls;1;8;False;;81,11;;;23,989;32,759;24,362;3372,586;3453,696;3396,586;3429,345;3453,707
981;HAD;6;43;2;;280;281;309;False;MEDIUM;24;True;Racing Bulls;1;8;False;;81,033;;;23,982;32,524;24,527;3453,696;3534,729;3477,689;3510,213;3534,74
982;HAD;6;44;2;274;279;282;;False;MEDIUM;25;True;Racing Bulls;1;8;False;;80,842;;;24,014;32,403;24,425;3534,729;3615,571;3558,754;3591,157;3615,582
983;HAD;6;45;2;272;280;281;310;False;MEDIUM;26;True;Racing Bulls;1;8;False;;80,882;;;23,844;32,541;24,497;3615,571;3696,453;3639,426;3671,967;3696,464
984;HAD;6;46;2;270;275;281;;False;MEDIUM;27;True;Racing Bulls;1;8;False;;80,875;;;23,911;32,448;24,516;3696,453;3777,328;3720,375;3752,823;3777,339
985;HAD;6;47;2;265;278;282;308;False;MEDIUM;28;True;Racing Bulls;1;8;False;;81,963;;;24,66;32,9;24,403;3777,328;3859,291;3801,999;3834,899;3859,302
986;HAD;6;48;2;271;285;;311;False;MEDIUM;29;True;Racing Bulls;1;8;False;;84,323;;7494,151;23,753;32,341;28,229;3859,291;3943,614;3883,055;3915,396;3943,625
987;HAD;6;49;3;266;274;282;253;False;SOFT;4;False;Racing Bulls;1;8;False;;98,209;7516,32;;42,544;31,934;23,731;3943,614;4041,823;3986,169;4018,103;4041,834
988;HAD;6;50;3;269;275;278;305;True;SOFT;5;False;Racing Bulls;1;8;False;;80,047;;;23,754;32,126;24,167;4041,823;4121,87;4065,588;4097,714;4121,881
989;HAD;6;51;3;275;277;280;307;True;SOFT;6;False;Racing Bulls;1;8;False;;79,611;;;23,721;31,815;24,075;4121,87;4201,481;4145,602;4177,417;4201,492
990;HAD;6;52;3;273;281;280;;False;SOFT;7;False;Racing Bulls;1;8;False;;79,702;;;23,722;31,981;23,999;4201,481;4281,183;4225,214;4257,195;4281,194
991;HAD;6;53;3;275;281;281;306;True;SOFT;8;False;Racing Bulls;1;8;False;;79,595;;;23,753;31,816;24,026;4281,183;4360,778;4304,947;4336,763;4360,789
992;HAD;6;54;3;;212;231;;False;SOFT;9;False;Racing Bulls;124;7;False;;87,674;;;23,776;31,981;31,917;4360,778;4448,452;4384,565;4416,546;4448,463
993;HAD;6;55;3;219;196;;204;False;SOFT;10;False;Racing Bulls;4;7;False;;110,63;;8109,769;32,209;43,447;34,974;4448,452;4559,082;4480,672;4524,119;4559,093
994;HAD;6;56;4;244;181;258;252;False;SOFT;4;False;Racing Bulls;4;7;False;;108,443;8131,549;;44,984;34,475;28,984;4559,082;4667,525;4604,077;4638,552;4667,536
995;HAD;6;57;4;240;196;140;278;False;SOFT;5;False;Racing Bulls;4;7;False;;92,747;;;26,062;34,682;32,003;4667,525;4760,272;4693,598;4728,28;4760,283
996;HAD;6;58;4;136;126;77;254;False;SOFT;6;False;Racing Bulls;4;7;False;;118,835;;;35,084;48,443;35,308;4760,272;4879,107;4795,367;4843,81;4879,118
997;HAD;6;59;4;89;205;210;240;False;SOFT;7;False;Racing Bulls;4;7;False;;123,655;;;39,952;46,965;36,738;4879,107;5002,762;4919,07;4966,035;5002,773
998;HAD;6;60;4;116;136;286;266;False;SOFT;8;False;Racing Bulls;41;7;False;;118,244;;;34,596;45,682;37,966;5002,762;5121,006;5037,369;5083,051;5121,017
999;HAD;6;61;4;273;276;284;311;False;SOFT;9;False;Racing Bulls;1;8;False;;80,227;;;24,265;32,411;23,551;5121,006;5201,233;5145,282;5177,693;5201,244
1000;HAD;6;62;4;272;288;287;305;True;SOFT;10;False;Racing Bulls;1;8;False;;78,376;;;23,408;31,535;23,433;5201,233;5279,609;5224,652;5256,187;5279,62
1001;HAD;6;63;4;280;288;287;313;True;SOFT;11;False;Racing Bulls;1;8;False;;77,77;;;22,862;31,417;23,491;5279,609;5357,379;5302,482;5333,899;5357,39
1002;HAD;6;64;4;275;294;286;309;False;SOFT;12;False;Racing Bulls;1;8;False;;78,511;;;22,996;31,664;23,851;5357,379;5435,89;5380,386;5412,05;5435,901
1003;HAD;6;65;4;274;292;289;316;False;SOFT;13;False;Racing Bulls;1;8;False;;78,801;;;23,064;31,959;23,778;5435,89;5514,691;5458,965;5490,924;5514,702
1004;HAD;6;66;4;;296;287;334;False;SOFT;14;False;Racing Bulls;1;8;False;;78,961;;;23,006;32,064;23,891;5514,691;5593,652;5537,708;5569,772;5593,663
1005;RUS;63;1;1;242;252;281;279;False;SOFT;4;False;Mercedes;1;6;False;;86,617;;;;33,777;24,336;0;86,872;;62,599;87,698
1006;RUS;63;2;1;255;267;283;312;True;SOFT;5;False;Mercedes;1;6;False;;81,564;;;24,515;33,029;24,02;86,872;168,436;111,401;144,43;168,45
1007;RUS;63;3;1;253;265;279;333;True;SOFT;6;False;Mercedes;1;6;False;;81,385;;;24,145;32,846;24,394;168,436;249,821;192,595;225,441;249,835
1008;RUS;63;4;1;252;265;280;308;True;SOFT;7;False;Mercedes;1;6;False;;81,126;;;24,09;32,71;24,326;249,821;330,947;273,925;306,635;330,961
1009;RUS;63;5;1;258;270;279;310;False;SOFT;8;False;Mercedes;1;6;False;;81,13;;;24,05;32,694;24,386;330,947;412,077;355,011;387,705;412,091
1010;RUS;63;6;1;265;265;279;312;False;SOFT;9;False;Mercedes;1;6;False;;81,383;;;24,069;32,786;24,528;412,077;493,46;436,16;468,946;493,474
1011;RUS;63;7;1;263;274;280;;False;SOFT;10;False;Mercedes;1;6;False;;81,684;;;24,067;32,977;24,64;493,46;575,144;517,541;550,518;575,158
1012;RUS;63;8;1;262;268;279;311;False;SOFT;11;False;Mercedes;1;6;False;;81,738;;;23,979;33,09;24,669;575,144;656,882;599,137;632,227;656,896
1013;RUS;63;9;1;256;270;278;313;False;SOFT;12;False;Mercedes;1;6;False;;82,136;;;24,142;33,224;24,77;656,882;739,018;681,038;714,262;739,032
1014;RUS;63;10;1;;269;278;311;False;SOFT;13;False;Mercedes;1;6;False;;82,081;;;24,162;33,205;24,714;739,018;821,099;763,194;796,399;821,113
1015;RUS;63;11;1;262;275;279;;False;SOFT;14;False;Mercedes;1;6;False;;81,472;;;23,882;32,927;24,663;821,099;902,571;844,995;877,922;902,585
1016;RUS;63;12;1;264;262;278;312;False;SOFT;15;False;Mercedes;1;6;False;;81,625;;;23,868;32,993;24,764;902,571;984,196;926,453;959,446;984,21
1017;RUS;63;13;1;266;269;280;;False;SOFT;16;False;Mercedes;1;6;False;;82,055;;;24,132;33,159;24,764;984,196;1066,251;1008,342;1041,501;1066,265
1018;RUS;63;14;1;260;269;279;311;False;SOFT;17;False;Mercedes;1;5;False;;82,339;;;24,081;33,471;24,787;1066,251;1148,59;1090,346;1123,817;1148,604
1019;RUS;63;15;1;264;268;280;;False;SOFT;18;False;Mercedes;1;5;False;;81,968;;;24,108;33,173;24,687;1148,59;1230,558;1172,712;1205,885;1230,572
1020;RUS;63;16;1;262;270;278;;False;SOFT;19;False;Mercedes;1;4;False;;81,547;;;23,908;32,982;24,657;1230,558;1312,105;1254,48;1287,462;1312,119
1021;RUS;63;17;1;267;267;278;309;False;SOFT;20;False;Mercedes;1;4;False;;81,382;;;23,925;32,868;24,589;1312,105;1393,487;1336,044;1368,912;1393,501
1022;RUS;63;18;1;266;269;279;307;False;SOFT;21;False;Mercedes;1;3;False;;81,732;;;24,064;33,034;24,634;1393,487;1475,219;1417,565;1450,599;1475,233
1023;RUS;63;19;1;262;263;279;;False;SOFT;22;False;Mercedes;1;4;False;;82,971;;;24,056;33,936;24,979;1475,219;1558,19;1499,289;1533,225;1558,204
1024;RUS;63;20;1;267;271;;311;False;SOFT;23;False;Mercedes;1;4;False;;86,155;;5194,945;24,05;33,32;28,785;1558,19;1644,345;1582,254;1615,574;1644,359
1025;RUS;63;21;2;271;270;281;250;False;MEDIUM;1;True;Mercedes;1;7;False;;97,202;5216,869;;41,943;31,721;23,538;1644,345;1741,547;1686,302;1718,023;1741,561
1026;RUS;63;22;2;267;273;282;302;True;MEDIUM;2;True;Mercedes;1;6;False;;79,163;;;23,553;31,85;23,76;1741,547;1820,71;1765,114;1796,964;1820,724
1027;RUS;63;23;2;269;275;283;310;False;MEDIUM;3;True;Mercedes;1;6;False;;79,512;;;23,43;32,202;23,88;1820,71;1900,222;1844,154;1876,356;1900,236
1028;RUS;63;24;2;265;270;280;311;False;MEDIUM;4;True;Mercedes;1;6;False;;80,074;;;23,562;32,341;24,171;1900,222;1980,296;1923,798;1956,139;1980,31
1029;RUS;63;25;2;;270;282;;False;MEDIUM;5;True;Mercedes;1;6;False;;80,411;;;23,727;32,467;24,217;1980,296;2060,707;2004,037;2036,504;2060,721
1030;RUS;63;26;2;267;269;281;313;False;MEDIUM;6;True;Mercedes;1;6;False;;80,592;;;23,758;32,596;24,238;2060,707;2141,299;2084,479;2117,075;2141,313
1031;RUS;63;27;2;268;272;281;;False;MEDIUM;7;True;Mercedes;1;6;False;;80,311;;;23,703;32,48;24,128;2141,299;2221,61;2165,016;2197,496;2221,624
1032;RUS;63;28;2;265;277;282;;False;MEDIUM;8;True;Mercedes;1;6;False;;80,726;;;23,823;32,691;24,212;2221,61;2302,336;2245,447;2278,138;2302,35
1033;RUS;63;29;2;269;277;283;312;False;MEDIUM;9;True;Mercedes;1;6;False;;80,349;;;23,645;32,547;24,157;2302,336;2382,685;2325,995;2358,542;2382,699
